variable,dummyVariable,typeEnd,databaseStart,variableStart,typeStart,recEnd,numValidCat,catLabel,catLabelLong,units,recStart,catStartLabel,variableStartShortLabel,variableStartLabel
bpmdpbpd,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[bpmdpbpd],cont,NA::a,N/A,not applicable,not applicable,mmHg,996,Valid skip,Diastolic blood pressure,Final average diastolic blood pressure (mmHg) - prevalence - (D)
bpmdpbpd,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[bpmdpbpd],cont,NA::b,N/A,missing,missing,mmHg,"[997, 999]",Don't know (997); Refusal (998); Not stated (999),Diastolic blood pressure,Final average diastolic blood pressure (mmHg) - prevalence - (D)
bpmdpbpd,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[bpmdpbpd],cont,NA::b,N/A,missing,missing,mmHg,else,else,Diastolic blood pressure,Final average diastolic blood pressure (mmHg) - prevalence - (D)
bpmdpbps,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[bpmdpbps],cont,copy,N/A,Systolic blood pressure,Systolic blood pressure,mmHg,"[73, 216]",Systolic blood pressure,Systolic blood pressure,Final average systolic blood pressure (mmHg) - prevalence - (D)
bpmdpbps,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[bpmdpbps],cont,NA::a,N/A,not applicable,not applicable,mmHg,996,Valid skip,Systolic blood pressure,Final average systolic blood pressure (mmHg) - prevalence - (D)
bpmdpbps,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[bpmdpbps],cont,NA::b,N/A,missing,missing,mmHg,"[997, 999]",Don't know (997); Refusal (998); Not stated (999),Systolic blood pressure,Final average systolic blood pressure (mmHg) - prevalence - (D)
bpmdpbps,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[bpmdpbps],cont,NA::b,N/A,missing,missing,mmHg,else,else,Systolic blood pressure,Final average systolic blood pressure (mmHg) - prevalence - (D)
cardiov,N/A,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[ccc_61, ccc_63, ccc_81]",N/A,Func::determine_CVD_Personal_History,N/A,N/A,N/A,N/A,N/A,N/A,Cardiovascular disease,Cardiovascular disease - heart disease OR stroke
cardiov,cardiov_cat2_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[ccc_61, ccc_63, ccc_81]",N/A,1,2,Yes,Yes,N/A,N/A,Yes,Cardiovascular disease,Cardiovascular disease - heart disease OR stroke
cardiov,cardiov_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[ccc_61, ccc_63, ccc_81]",N/A,2,2,No,No,N/A,N/A,No,Cardiovascular disease,Cardiovascular disease - heart disease OR stroke
cardiov,cardiov_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[ccc_61, ccc_63, ccc_81]",N/A,NA::b,2,missing,missing,N/A,N/A,missing,Cardiovascular disease,Cardiovascular disease - heart disease OR stroke
ccbmed,N/A,cat,"cycle1, cycle2","DerivedVar::[atc_101a, atc_102a, atc_103a, atc_104a, atc_105a, atc_106a, atc_107a, atc_108a, atc_109a, atc_110a, atc_111a, atc_112a, atc_113a, atc_114a, atc_115a, atc_201a, atc_202a, atc_203a, atc_204a, atc_205a, atc_206a, atc_207a, atc_208a, atc_209a, atc_210a, atc_211a, atc_212a, atc_213a, atc_214a, atc_215a, atc_131a, atc_132a, atc_133a, atc_134a, atc_135a, atc_231a, atc_232a, atc_233a, atc_234a, atc_235a, mhr_101b, mhr_102b, mhr_103b, mhr_104b, mhr_105b, mhr_106b, mhr_107b, mhr_108b, mhr_109b, mhr_110b, mhr_111b, mhr_112b, mhr_113b, mhr_114b, mhr_115b, mhr_201b, mhr_202b, mhr_203b, mhr_204b, mhr_205b, mhr_206b, mhr_207b, mhr_208b, mhr_209b, mhr_210b, mhr_211b, mhr_212b, mhr_213b, mhr_214b, mhr_215b, mhr_131b, mhr_132b, mhr_133b, mhr_134b, mhr_135b, mhr_231b, mhr_232b, mhr_233b, mhr_234b, mhr_235b]",N/A,Func::cycles1to2_calcium_channel_blockers,N/A,N/A,N/A,N/A,N/A,N/A,Calcium channel blockers,Taking calcium channel blockers
ccbmed,ccbmed_cat2_1,cat,"cycle1, cycle2","DerivedVar::[atc_101a, atc_102a, atc_103a, atc_104a, atc_105a, atc_106a, atc_107a, atc_108a, atc_109a, atc_110a, atc_111a, atc_112a, atc_113a, atc_114a, atc_115a, atc_201a, atc_202a, atc_203a, atc_204a, atc_205a, atc_206a, atc_207a, atc_208a, atc_209a, atc_210a, atc_211a, atc_212a, atc_213a, atc_214a, atc_215a, atc_131a, atc_132a, atc_133a, atc_134a, atc_135a, atc_231a, atc_232a, atc_233a, atc_234a, atc_235a, mhr_101b, mhr_102b, mhr_103b, mhr_104b, mhr_105b, mhr_106b, mhr_107b, mhr_108b, mhr_109b, mhr_110b, mhr_111b, mhr_112b, mhr_113b, mhr_114b, mhr_115b, mhr_201b, mhr_202b, mhr_203b, mhr_204b, mhr_205b, mhr_206b, mhr_207b, mhr_208b, mhr_209b, mhr_210b, mhr_211b, mhr_212b, mhr_213b, mhr_214b, mhr_215b, mhr_131b, mhr_132b, mhr_133b, mhr_134b, mhr_135b, mhr_231b, mhr_232b, mhr_233b, mhr_234b, mhr_235b]",N/A,1,2,Yes,Yes,N/A,N/A,Yes,Calcium channel blockers,Taking calcium channel blockers
ccbmed,ccbmed_cat2_2,cat,"cycle1, cycle2","DerivedVar::[atc_101a, atc_102a, atc_103a, atc_104a, atc_105a, atc_106a, atc_107a, atc_108a, atc_109a, atc_110a, atc_111a, atc_112a, atc_113a, atc_114a, atc_115a, atc_201a, atc_202a, atc_203a, atc_204a, atc_205a, atc_206a, atc_207a, atc_208a, atc_209a, atc_210a, atc_211a, atc_212a, atc_213a, atc_214a, atc_215a, atc_131a, atc_132a, atc_133a, atc_134a, atc_135a, atc_231a, atc_232a, atc_233a, atc_234a, atc_235a, mhr_101b, mhr_102b, mhr_103b, mhr_104b, mhr_105b, mhr_106b, mhr_107b, mhr_108b, mhr_109b, mhr_110b, mhr_111b, mhr_112b, mhr_113b, mhr_114b, mhr_115b, mhr_201b, mhr_202b, mhr_203b, mhr_204b, mhr_205b, mhr_206b, mhr_207b, mhr_208b, mhr_209b, mhr_210b, mhr_211b, mhr_212b, mhr_213b, mhr_214b, mhr_215b, mhr_131b, mhr_132b, mhr_133b, mhr_134b, mhr_135b, mhr_231b, mhr_232b, mhr_233b, mhr_234b, mhr_235b]",N/A,0,2,No,No,N/A,N/A,No,Calcium channel blockers,Taking calcium channel blockers
ccbmed,ccbmed_cat2_NA::b,cat,"cycle1, cycle2","DerivedVar::[atc_101a, atc_102a, atc_103a, atc_104a, atc_105a, atc_106a, atc_107a, atc_108a, atc_109a, atc_110a, atc_111a, atc_112a, atc_113a, atc_114a, atc_115a, atc_201a, atc_202a, atc_203a, atc_204a, atc_205a, atc_206a, atc_207a, atc_208a, atc_209a, atc_210a, atc_211a, atc_212a, atc_213a, atc_214a, atc_215a, atc_131a, atc_132a, atc_133a, atc_134a, atc_135a, atc_231a, atc_232a, atc_233a, atc_234a, atc_235a, mhr_101b, mhr_102b, mhr_103b, mhr_104b, mhr_105b, mhr_106b, mhr_107b, mhr_108b, mhr_109b, mhr_110b, mhr_111b, mhr_112b, mhr_113b, mhr_114b, mhr_115b, mhr_201b, mhr_202b, mhr_203b, mhr_204b, mhr_205b, mhr_206b, mhr_207b, mhr_208b, mhr_209b, mhr_210b, mhr_211b, mhr_212b, mhr_213b, mhr_214b, mhr_215b, mhr_131b, mhr_132b, mhr_133b, mhr_134b, mhr_135b, mhr_231b, mhr_232b, mhr_233b, mhr_234b, mhr_235b]",N/A,NA::b,2,missing,missing,N/A,N/A,missing,Calcium channel blockers,Taking calcium channel blockers
ccbmed,N/A,cat,"cycle3, cycle4, cycle5, cycle6","DerivedVar::[meucatc, npi_25b]",N/A,Func::is_calcium_channel_blocker,N/A,N/A,N/A,N/A,N/A,N/A,Calcium channel blockers,Taking calcium channel blockers
ccbmed,ccbmed_cat2_1,cat,"cycle3, cycle4, cycle5, cycle6","DerivedVar::[meucatc, npi_25b]",N/A,1,2,Yes,Yes,N/A,N/A,Yes,Calcium channel blockers,Taking calcium channel blockers
ccbmed,ccbmed_cat2_2,cat,"cycle3, cycle4, cycle5, cycle6","DerivedVar::[meucatc, npi_25b]",N/A,2,2,No,No,N/A,N/A,No,Calcium channel blockers,Taking calcium channel blockers
ccbmed,ccbmed_cat2_NA::b,cat,"cycle3, cycle4, cycle5, cycle6","DerivedVar::[meucatc, npi_25b]",N/A,NA::b,2,missing,missing,N/A,N/A,missing,Calcium channel blockers,Taking calcium channel blockers
ccc_32,ccc_32_cat2_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_32],cat,1,2,Yes,Yes,N/A,1,Yes,High blood pressure medication ,Took high blood pressure medication - past month
ccc_32,ccc_32_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_32],cat,2,2,No,No,N/A,2,No,High blood pressure medication ,Took high blood pressure medication - past month
ccc_32,ccc_32_cat2_NA::a,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_32],cat,NA::a,2,not applicable,not applicable,N/A,6,Valid skip,High blood pressure medication ,Took high blood pressure medication - past month
ccc_32,ccc_32_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_32],cat,NA::b,2,missing,missing,N/A,"[7, 9]",Don't know (7); Refusal (8); Not stated (9),High blood pressure medication ,Took high blood pressure medication - past month
ccc_32,ccc_32_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_32],cat,NA::b,2,missing,missing,N/A,else,else,High blood pressure medication ,Took high blood pressure medication - past month
ccc_51,ccc_51_cat2_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_51],cat,1,2,Yes,Yes,N/A,1,Yes,Diabetes,Has diabetes
ccc_51,ccc_51_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_51],cat,2,2,No,No,N/A,2,No,Diabetes,Has diabetes
ccc_51,ccc_51_cat2_NA::a,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_51],cat,NA::a,2,not applicable,not applicable,N/A,6,Valid skip,Diabetes,Has diabetes
ccc_51,ccc_51_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_51],cat,NA::b,2,missing,missing,N/A,"[7, 9]",Don't know (7); Refusal (8); Not stated (9),Diabetes,Has diabetes
ccc_51,ccc_51_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_51],cat,NA::b,2,missing,missing,N/A,else,else,Diabetes,Has diabetes
ccc_59,ccc_59_cat2_1,cat,"cycle5, cycle6",[ccc_59],cat,1,2,Yes,Yes,N/A,1,Yes,Diabetes medication,Take pills to control blood sugar
ccc_59,ccc_59_cat2_2,cat,"cycle5, cycle6",[ccc_59],cat,2,2,No,No,N/A,2,No,Diabetes medication,Take pills to control blood sugar
ccc_59,ccc_59_cat2_NA::a,cat,"cycle5, cycle6",[ccc_59],cat,NA::a,2,not applicable,not applicable,N/A,6,Valid skip,Diabetes medication,Take pills to control blood sugar
ccc_59,ccc_59_cat2_NA::b,cat,"cycle5, cycle6",[ccc_59],cat,NA::b,2,missing,missing,N/A,"[7, 9]",Don't know (7); Refusal (8); Not stated (9),Diabetes medication,Take pills to control blood sugar
ccc_59,ccc_59_cat2_NA::b,cat,"cycle5, cycle6",[ccc_59],cat,NA::b,2,missing,missing,N/A,else,else,Diabetes medication,Take pills to control blood sugar
ccc_61,ccc_61_cat2_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_61],cat,1,2,Yes,Yes,N/A,yes,Yes,Heart disease ,Has heart disease
ccc_61,ccc_61_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_61],cat,2,2,No,No,N/A,no,No,Heart disease ,Has heart disease
ccc_61,ccc_61_cat2_NA::a,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_61],cat,NA::a,2,not applicable,not applicable,N/A,6,Valid skip,Heart disease ,Has heart disease
ccc_61,ccc_61_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_61],cat,NA::b,2,missing,missing,N/A,"[7, 9]",Don't know (7); Refusal (8); Not stated (9),Heart disease ,Has heart disease
ccc_61,ccc_61_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_61],cat,NA::b,2,missing,missing,N/A,else,else,Heart disease ,Has heart disease
ccc_63,ccc_63_cat2_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_63],cat,1,2,Yes,Yes,N/A,1,Yes,Heart attack,Ever had a heart attack
ccc_63,ccc_63_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_63],cat,2,2,No,No,N/A,2,No,Heart attack,Ever had a heart attack
ccc_63,ccc_63_cat2_NA::a,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_63],cat,NA::a,2,not applicable,not applicable,N/A,6,Valid skip,Heart attack,Ever had a heart attack
ccc_63,ccc_63_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_63],cat,NA::b,2,missing,missing,N/A,"[7, 9]",Don't know (7); Refusal (8); Not stated (9),Heart attack,Ever had a heart attack
ccc_63,ccc_63_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_63],cat,NA::b,2,missing,missing,N/A,else,else,Heart attack,Ever had a heart attack
ccc_81,ccc_81_cat2_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_81],cat,1,2,Yes,Yes,N/A,1,Yes,Stroke,Suffers from the effects of a stroke
ccc_81,ccc_81_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_81],cat,2,2,No,No,N/A,2,No,Stroke,Suffers from the effects of a stroke
ccc_81,ccc_81_cat2_NA::a,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_81],cat,NA::a,2,not applicable,not applicable,N/A,6,Valid skip,Stroke,Suffers from the effects of a stroke
ccc_81,ccc_81_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_81],cat,NA::b,2,missing,missing,N/A,"[7, 9]",Don't know (7); Refusal (8); Not stated (9),Stroke,Suffers from the effects of a stroke
ccc_81,ccc_81_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[ccc_81],cat,NA::b,2,missing,missing,N/A,else,else,Stroke,Suffers from the effects of a stroke
ckd,N/A,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",DerivedVar::[gfr],N/A,Func::categorize_GFR_to_CKD,2,N/A,N/A,N/A,N/A,N/A,Chronic kidney disease,Chronic kidney disease (categorized by GFR)
ckd,ckd_cat2_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",DerivedVar::[gfr],N/A,1,2,Yes,Yes,N/A,N/A,Yes,Chronic kidney disease,Chronic kidney disease (categorized by GFR)
ckd,ckd_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",DerivedVar::[gfr],N/A,2,2,No,No,N/A,N/A,No,Chronic kidney disease,Chronic kidney disease (categorized by GFR)
ckd,ckd_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",DerivedVar::[gfr],N/A,NA::b,2,missing,missing,N/A,N/A,else,Chronic kidney disease,Chronic kidney disease (categorized by GFR)
clc_age,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,copy,N/A,Years,Years,years,"[3, 80]",Years,Age,Age at clinic visit
clc_age,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,NA::a,N/A,not applicable,not applicable,years,996,Valid skip,Age,Age at clinic visit
clc_age,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,NA::b,N/A,missing,missing,years,"[997, 999]",Don't know (997); Refusal (998); Not stated (999),Age,Age at clinic visit
clc_age,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_age],cont,NA::b,N/A,missing,missing,years,else,else,Age,Age at clinic visit
clc_sex,clc_sex_cat2_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_sex],cat,1,2,Male,Male,N/A,1,Male,Sex,Sex
clc_sex,clc_sex_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_sex],cat,2,2,Female,Female,N/A,2,Female,Sex,Sex
clc_sex,clc_sex_cat2_NA::a,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_sex],cat,NA::a,2,not applicable,not applicable,N/A,6,Valid skip,Sex,Sex
clc_sex,clc_sex_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_sex],cat,NA::b,2,missing,missing,N/A,"[7, 9]",Don't know (7); Refusal (8); Not stated (9),Sex,Sex
clc_sex,clc_sex_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[clc_sex],cat,NA::b,2,missing,missing,N/A,else,else,Sex,Sex
control14090,N/A,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[bpmdpbps, bpmdpbpd, ccc_32]",N/A,Func::determine_controlled_hypertension,N/A,N/A,N/A,N/A,N/A,N/A,Controlled hypertension 140/90,Controlled hypertension 140/90
control14090,control14090_cat2_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[bpmdpbps, bpmdpbpd, ccc_32]",N/A,1,2,Yes,Yes,N/A,N/A,Yes,Controlled hypertension 140/90,Controlled hypertension 140/90
control14090,control14090_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[bpmdpbps, bpmdpbpd, ccc_32]",N/A,2,2,No,No,N/A,N/A,No,Controlled hypertension 140/90,Controlled hypertension 140/90
control14090,control14090_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[bpmdpbps, bpmdpbpd, ccc_32]",N/A,NA::b,N/A,missing,missing,N/A,N/A,missing,Controlled hypertension 140/90,Controlled hypertension 140/90
control14090_adj,N/A,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[sbp_adj, dbp_adj, ccc_32]",N/A,Func::determine_controlled_adjusted_hypertension,N/A,N/A,N/A,N/A,N/A,N/A,Controlled (adjusted) hypertension 140/90,Controlled (adjusted) hypertension 140/90
control14090_adj,control14090_adj_cat2_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[sbp_adj, dbp_adj, ccc_32]",N/A,1,2,Yes,Yes,N/A,N/A,Yes,Controlled (adjusted) hypertension 140/90,Controlled (adjusted) hypertension 140/90
control14090_adj,control14090_adj_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[sbp_adj, dbp_adj, ccc_32]",N/A,2,2,No,No,N/A,N/A,No,Controlled (adjusted) hypertension 140/90,Controlled (adjusted) hypertension 140/90
control14090_adj,control14090_adj_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[sbp_adj, dbp_adj, ccc_32]",N/A,NA::b,N/A,missing,missing,N/A,N/A,missing,Controlled (adjusted) hypertension 140/90,Controlled (adjusted) hypertension 140/90
cycle,N/A,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",DerivedVar::[data_name],N/A,cycle1,6,cycle1,CHMS Cycle 1,N/A,N/A,N/A,CHMS cycle,CHMS cycle
cycle,N/A,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",DerivedVar::[data_name],N/A,cycle2,6,cycle2,CHMS Cycle 2,N/A,N/A,N/A,CHMS cycle,CHMS cycle
cycle,N/A,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",DerivedVar::[data_name],N/A,cycle3,6,cycle3,CHMS Cycle 3,N/A,N/A,N/A,CHMS cycle,CHMS cycle
cycle,N/A,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",DerivedVar::[data_name],N/A,cycle4,6,cycle4,CHMS Cycle 4,N/A,N/A,N/A,CHMS cycle,CHMS cycle
cycle,N/A,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",DerivedVar::[data_name],N/A,cycle5,6,cycle5,CHMS Cycle 5,N/A,N/A,N/A,CHMS cycle,CHMS cycle
cycle,N/A,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",DerivedVar::[data_name],N/A,cycle6,6,cycle6,CHMS Cycle 6,N/A,N/A,N/A,CHMS cycle,CHMS cycle
dbp_adj,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",DerivedVar::[bpmdpbpd],N/A,Func::adjust_DBP,N/A,N/A,N/A,mmHg,N/A,Diastolic blood pressure (adjusted),Diastolic blood pressure (adjusted),Adjusted diastolic blood pressure measurement
dbp_adj,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",DerivedVar::[bpmdpbpd],N/A,NA::b,N/A,missing,missing,mmHg,N/A,Diastolic blood pressure (adjusted),Diastolic blood pressure (adjusted),Adjusted diastolic blood pressure measurement
dhh_ms,dhh_ms_cat6_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[dhh_ms],cat,1,6,Married,Married,N/A,1,Married,Marital status,Marital status
dhh_ms,dhh_ms_cat6_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[dhh_ms],cat,2,6,Common-law,Common-law,N/A,2,Living common-law,Marital status,Marital status
dhh_ms,dhh_ms_cat6_3,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[dhh_ms],cat,3,6,Widowed,Widowed,N/A,3,Widowed,Marital status,Marital status
dhh_ms,dhh_ms_cat6_4,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[dhh_ms],cat,4,6,Separated,Separated,N/A,4,Separated,Marital status,Marital status
dhh_ms,dhh_ms_cat6_5,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[dhh_ms],cat,5,6,Divorced,Divorced,N/A,5,Divorced,Marital status,Marital status
dhh_ms,dhh_ms_cat6_6,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[dhh_ms],cat,6,6,Single,Single,N/A,6,"Single, never married",Marital status,Marital status
dhh_ms,dhh_ms_cat6_NA::a,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[dhh_ms],cat,NA::a,6,not applicable,not applicable,N/A,96,Valid skip,Marital status,Marital status
dhh_ms,dhh_ms_cat6_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[dhh_ms],cat,NA::b,6,missing,missing,N/A,"[97, 99]",Don't know (97); Refusal (98); Not stated (99),Marital status,Marital status
dhh_ms,dhh_ms_cat6_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[dhh_ms],cat,NA::b,6,missing,missing,N/A,else,else,Marital status,Marital status
dhhdhsz,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[dhhdhsz],cont,copy,N/A,Persons,Persons,persons,"[1, 13]",Number of Persons,Household size,Household size - (D)
dhhdhsz,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[dhhdhsz],cont,NA::a,N/A,not applicable,not applicable,persons,96,Valid skip,Household size,Household size - (D)
dhhdhsz,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[dhhdhsz],cont,NA::b,N/A,missing,missing,persons,"[97, 99]",Don't know (97); Refusal (98); Not stated (99),Household size,Household size - (D)
dhhdhsz,N/A,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",[dhhdhsz],cont,NA::b,N/A,missing,missing,persons,else,else,Household size,Household size - (D)
diabx,N/A,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[diab_m, ccc_51]",N/A,Func::determine_inclusive_diabetes,N/A,N/A,N/A,N/A,N/A,N/A,Diabetes prevalance (inclusive),Diabetes prevalence based on more inclusive classification
diabx,diabx_cat2_1,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[diab_m, ccc_51]",N/A,1,2,Yes,Yes,N/A,N/A,Yes,Diabetes prevalance (inclusive),Diabetes prevalence based on more inclusive classification
diabx,diabx_cat2_2,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[diab_m, ccc_51]",N/A,2,2,No,No,N/A,N/A,No,Diabetes prevalance (inclusive),Diabetes prevalence based on more inclusive classification
diabx,diabx_cat2_NA::b,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6","DerivedVar::[diab_m, ccc_51]",N/A,NA::b,2,missing,missing,N/A,N/A,missing,Diabetes prevalance (inclusive),Diabetes prevalence based on more inclusive classification
diab_drug,N/A,cat,"cycle1, cycle2","DerivedVar::[atc_101a, atc_102a, atc_103a, atc_104a, atc_105a, atc_106a, atc_107a, atc_108a, atc_109a, atc_110a, atc_111a, atc_112a, atc_113a, atc_114a, atc_115a, atc_201a, atc_202a, atc_203a, atc_204a, atc_205a, atc_206a, atc_207a, atc_208a, atc_209a, atc_210a, atc_211a, atc_212a, atc_213a, atc_214a, atc_215a, atc_131a, atc_132a, atc_133a, atc_134a, atc_135a, atc_231a, atc_232a, atc_233a, atc_234a, atc_235a, mhr_101b, mhr_102b, mhr_103b, mhr_104b, mhr_105b, mhr_106b, mhr_107b, mhr_108b, mhr_109b, mhr_110b, mhr_111b, mhr_112b, mhr_113b, mhr_114b, mhr_115b, mhr_201b, mhr_202b, mhr_203b, mhr_204b, mhr_205b, mhr_206b, mhr_207b, mhr_208b, mhr_209b, mhr_210b, mhr_211b, mhr_212b, mhr_213b, mhr_214b, mhr_215b, mhr_131b, mhr_132b, mhr_133b, mhr_134b, mhr_135b, mhr_231b, mhr_232b, mhr_233b, mhr_234b, mhr_235b]",N/A,Func::cycles1to2_diabetes_drugs,N/A,N/A,N/A,N/A,N/A,N/A,Diabetes medication,Taking diabetes drugs
